Problem Number;Change Date;Problem Status;Problem Sub Status;ST Function Division;Org Line;Owner ST;Support Line Number;Problem Latest Impact;Product;Country;Action Owner Country;Action Owner First Name
1-427955007;2011-01-18 10:59;Accepted;Wait;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-427955007;2011-01-26 07:48;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-427955007;2011-04-28 07:46;Accepted;Wait;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-427955007;2012-01-26 10:47;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Roland
1-429498598;2012-01-30 13:41;Accepted;Assigned;; G4;S30;2nd;Medium;PROD411;se;Sweden;Marco
1-429498598;2012-02-01 08:57;Accepted;Wait;; G4;S30;2nd;Medium;PROD411;se;Sweden;Marco
1-429498598;2012-02-01 10:47;Completed;Closed;; G4;S30;2nd;Medium;PROD411;se;Sweden;Marco
1-430880486;2010-12-16 11:55;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-430880486;2011-03-21 17:11;Accepted;Wait;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-430880486;2012-02-29 14:38;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-431797119;2012-01-30 13:59;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-431797119;2012-01-30 14:07;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-433309965;2012-02-02 22:15;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-433309965;2012-02-02 22:19;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-433910332;2010-12-28 14:28;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-433910332;2010-12-28 14:28;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-433910332;2011-01-03 08:41;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-433910332;2011-01-28 16:48;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-433910332;2011-03-31 09:34;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-433910332;2011-04-06 12:16;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-433910332;2011-06-29 15:04;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-439833168;2011-01-14 13:10;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Per
1-439833168;2011-01-14 14:54;Accepted;Wait;; G4;S33;2nd;Low;PROD374;se;Sweden;Per
1-439833168;2012-02-29 15:27;Completed;Closed;; G4;S33;2nd;Low;PROD374;se;Sweden;Per
1-441507371;2011-01-18 10:35;Accepted;In Progress;; G4;G51;2nd;Medium;PROD821;se;Sweden;Ing-Marie
1-441507371;2011-01-18 10:46;Queued;Awaiting Assignment;; G4;G51;2nd;Medium;PROD821;se;Sweden;Ing-Marie
1-443175071;2011-01-20 17:18;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-443175071;2011-03-21 17:30;Accepted;Wait;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-443175071;2012-03-19 08:18;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-473084325;2011-02-03 10:33;Queued;Awaiting Assignment;C_6; C;G273;3rd;Medium;PROD154;se;Sweden;Martin
1-473084325;2011-09-13 16:53;Queued;Awaiting Assignment;C_6; C;G270;3rd;Medium;PROD154;se;France;Olivier
1-473084325;2011-09-16 11:27;Queued;Awaiting Assignment;C_6; C;G270;3rd;Medium;PROD154;se;France;Olivier
1-473084325;2012-02-02 16:48;Queued;Awaiting Assignment;A2_1; A2;J2;2nd;Medium;PROD154;se;Sweden;Britt
1-473084325;2012-02-06 10:26;Accepted;In Progress;A2_1; A2;J2;2nd;Medium;PROD154;se;Sweden;Britt
1-473084325;2012-02-06 12:32;Accepted;Wait;A2_1; A2;J2;2nd;Medium;PROD154;se;Sweden;Britt
1-473084325;2012-03-14 13:52;Completed;Closed;A2_1; A2;J2;2nd;Medium;PROD154;se;Sweden;Britt
1-479002951;2011-02-04 14:21;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-479002951;2011-03-13 13:11;Accepted;Wait;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-479002951;2012-02-29 14:27;Completed;Closed;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-489198755;2011-02-08 16:10;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-489198755;2011-03-21 17:26;Accepted;Wait;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-489198755;2012-02-14 16:45;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-498324124;2011-02-16 16:40;Accepted;In Progress;A2_3; A2;N26;2nd;Low;PROD791;pl;POLAND;Michal
1-498324124;2011-02-17 12:13;Accepted;Assigned;A2_3; A2;N26;2nd;Low;PROD791;pl;POLAND;Michal
1-498324124;2011-04-19 13:41;Accepted;Assigned;A2_3; A2;N26;2nd;Low;PROD791;pl;POLAND;Michal
1-502769178;2011-02-23 17:45;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Joakim
1-502769178;2011-02-23 17:52;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Joakim
1-502769178;2011-05-04 09:05;Accepted;Wait;; G4;S33;2nd;Medium;PROD374;se;Sweden;Joakim
1-502769178;2011-09-05 09:10;Queued;Awaiting Assignment;; G4;S33;2nd;Medium;PROD374;se;Sweden;Joakim
1-506092586;2011-03-07 12:36;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-506092586;2012-01-26 11:25;Completed;Closed;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-507679771;2011-03-14 15:04;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-507679771;2012-02-01 16:12;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-510142147;2012-01-30 13:39;Accepted;Assigned;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-510142147;2012-01-31 09:45;Accepted;In Progress;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-510142147;2012-01-31 09:45;Completed;Closed;; G4;S30;2nd;High;PROD412;se;Sweden;David
1-510399424;2011-03-25 13:21;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Timothy
1-510399424;2012-02-15 11:41;Completed;Closed;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Timothy
1-511787661;2012-02-06 21:18;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-511787661;2012-02-06 21:19;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-512617571;2011-04-04 11:48;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-512617571;2011-04-04 11:49;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-512617571;2011-08-18 13:05;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-512617571;2011-08-19 15:27;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-512617571;2011-11-01 14:29;Accepted;Wait;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-512617571;2012-02-15 12:12;Completed;Closed;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-513031774;2011-04-05 07:39;Accepted;In Progress;; G4;S33;2nd;Low;PROD448;se;Sweden;Roland
1-513031774;2012-03-13 15:47;Completed;Closed;; G4;S33;2nd;Low;PROD448;se;Sweden;Roland
1-513180623;2012-01-10 11:01;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-513180623;2012-01-10 12:21;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-514618724;2011-04-08 10:57;Accepted;In Progress;E_6; C;G48;2nd;High;PROD98;se;Sweden;Mikael
1-514618724;2011-04-11 09:18;Accepted;Wait;E_6; C;G48;2nd;High;PROD98;se;Sweden;Mikael
1-514618724;2012-02-21 10:22;Accepted;In Progress;E_6; C;G48;2nd;High;PROD98;se;Sweden;Mikael
1-514618724;2012-02-21 10:31;Completed;Closed;E_6; C;G48;2nd;High;PROD98;se;Sweden;Mikael
1-515461174;2011-04-11 14:56;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-515461174;2011-12-13 10:21;Accepted;Assigned;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-515461174;2012-02-08 22:09;Accepted;Wait;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-515461174;2012-03-26 08:27;Completed;Closed;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-517002080;2012-01-30 13:06;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-517002080;2012-01-30 13:07;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-517045062;2012-01-30 21:50;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-517045062;2012-01-30 21:52;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-518362551;2012-01-13 12:27;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-518362551;2012-01-13 12:27;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-520127960;2011-04-25 05:46;Accepted;In Progress;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-520127960;2011-04-25 05:48;Accepted;Assigned;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-520127960;2012-01-26 11:31;Completed;Closed;; G4;S33;2nd;High;PROD374;se;Sweden;Per
1-520705880;2011-04-26 16:44;Accepted;In Progress;A2_2; A2;M1;2nd;High;PROD753;cn;Sweden;Tomas
1-520705880;2011-11-15 12:56;Accepted;Wait;A2_2; A2;M1;2nd;High;PROD753;cn;Sweden;Tomas
1-520705880;2012-05-29 09:18;Completed;Closed;A2_2; A2;M1;2nd;High;PROD753;cn;Sweden;Tomas
1-522222222;2011-05-02 08:45;Accepted;In Progress;; G4;S28;2nd;Low;PROD108;se;Sweden;Erik
1-522222222;2012-02-27 14:31;Completed;Closed;; G4;S28;2nd;Low;PROD108;se;Sweden;Erik
1-522460624;2011-05-03 06:29;Accepted;In Progress;E_8; C;G186;2nd;Major;PROD436;in;Sweden;Jonas
1-522460624;2011-05-03 06:31;Queued;Awaiting Assignment;E_8; C;G186;2nd;Major;PROD436;in;Sweden;Jonas
1-522734472;2012-02-06 21:35;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-522734472;2012-02-06 21:37;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-522949376;2011-05-04 10:53;Accepted;In Progress;A2_4; A2;G18;3rd;Medium;PROD67;se;INDIA;Arun
1-522949376;2011-05-18 14:42;Queued;Awaiting Assignment;A2_4; A2;G18;3rd;Medium;PROD67;se;INDIA;Arun
1-523069229;2012-01-30 12:54;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-523069229;2012-01-30 12:54;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-523392191;2012-02-15 15:27;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-523392191;2012-02-15 15:27;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-524375607;2011-10-05 07:38;Accepted;Assigned;C_2; C;G58;3rd;Medium;PROD330;be;Belgium;Els
1-524375607;2011-10-05 08:03;Accepted;Assigned;C_2; C;G58;3rd;Medium;PROD330;be;Belgium;Jo
1-524375607;2011-11-08 14:44;Accepted;In Progress;C_2; C;G58;3rd;Medium;PROD330;be;Belgium;Jo
1-524375607;2012-04-10 16:19;Completed;Closed;C_2; C;G58;3rd;Medium;PROD330;be;Belgium;Jo
1-525589021;2011-05-13 16:23;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-525589021;2012-02-01 16:40;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-526037041;2011-05-16 14:09;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-526037041;2012-02-01 16:50;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-527208576;2011-05-19 22:28;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-527208576;2011-10-27 12:59;Accepted;Wait;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-527208576;2012-02-08 22:43;Completed;Closed;; G4;S33;2nd;Low;PROD374;se;Sweden;Roland
1-530147896;2012-02-02 21:51;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-530147896;2012-02-02 21:52;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-531872604;2011-06-07 22:21;Accepted;In Progress;E_8; C;G186;2nd;Medium;PROD756;in;Sweden;Jonas
1-531872604;2011-06-08 12:12;Accepted;Wait;E_8; C;G186;2nd;Medium;PROD756;in;Sweden;Jonas
1-531872604;2011-06-30 09:19;Queued;Awaiting Assignment;E_8; C;G186;2nd;Medium;PROD756;in;Sweden;Jonas
1-532084405;2012-02-06 21:16;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-532084405;2012-02-06 21:17;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-533851634;2012-02-02 22:28;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-533851634;2012-02-02 22:31;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-534493180;2011-06-17 08:24;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-534493180;2011-06-17 08:25;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-535418135;2011-06-21 11:01;Accepted;In Progress;A2_1; A2;W6;2nd;Medium;PROD791;pl;POLAND;Michal
1-535418135;2011-07-28 13:22;Accepted;Wait;A2_1; A2;W6;2nd;Medium;PROD791;pl;POLAND;Michal
1-535418135;2011-07-28 13:24;Accepted;Wait;A2_1; A2;W6;2nd;Medium;PROD791;pl;POLAND;Michal
1-535418135;2012-01-19 15:23;Accepted;In Progress;A2_1; A2;W6;2nd;Medium;PROD791;pl;POLAND;Michal
1-535418135;2012-01-19 15:25;Completed;Closed;A2_1; A2;W6;2nd;Medium;PROD791;pl;POLAND;Michal
1-535439201;2011-06-21 10:23;Accepted;In Progress;E_3; C;G68;2nd;Medium;PROD714;se;Sweden;Lars
1-535439201;2011-06-21 10:44;Accepted;Wait;E_3; C;G68;2nd;Medium;PROD714;se;Sweden;Lars
1-535439201;2012-03-02 09:16;Completed;Closed;E_3; C;G68;2nd;Medium;PROD714;se;Sweden;Lars
1-537169872;2011-07-12 14:28;Accepted;Assigned;E_6; C;S20;2nd;Major;PROD374;se;Sweden;Daniel
1-537169872;2011-09-05 09:14;Queued;Awaiting Assignment;; G4;S33;2nd;Major;PROD374;se;Sweden;Joakim
1-538297321;2011-11-21 15:30;Queued;Awaiting Assignment;; G4;S33;2nd;Low;PROD448;se;Sweden;Joakim
1-538297321;2011-11-21 15:57;Accepted;In Progress;; G4;S33;2nd;Low;PROD448;se;Sweden;Rickard
1-538467021;2012-01-25 19:46;Accepted;In Progress;E_6; B;S4;2nd;High;PROD473;br;Brazil;Thiago
1-538467021;2012-01-25 19:48;Completed;Closed;E_6; B;S4;2nd;High;PROD473;br;Brazil;Thiago
1-539000895;2011-07-05 10:24;Accepted;In Progress;E_8; C;G186;2nd;High;PROD473;in;Sweden;Jonas
1-539000895;2012-05-15 14:57;Completed;Closed;E_8; C;G186;2nd;High;PROD473;in;Sweden;Jonas
1-539083171;2011-07-05 13:33;Accepted;In Progress;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-539083171;2012-02-15 17:33;Accepted;Assigned;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-539083171;2012-05-23 17:00;Completed;Closed;; G4;S33;2nd;Medium;PROD374;se;Sweden;Katarina
1-539805130;2011-07-07 14:45;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Andrew
1-539805130;2011-11-01 17:28;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Andrew
1-539805130;2012-02-15 12:13;Completed;Closed;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Andrew
1-541565290;2012-02-06 22:10;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-541565290;2012-02-06 22:11;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-542027112;2011-07-18 14:45;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD235;gb;United Kingdom;Ian
1-542027112;2011-07-18 14:48;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD235;gb;United Kingdom;Ian
1-542027112;2011-07-18 14:55;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD235;gb;United Kingdom;Ian
1-542027112;2011-09-09 12:17;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD235;gb;United Kingdom;Ian
1-542919207;2011-07-22 08:56;Accepted;In Progress;E_6; C;W12;2nd;Medium;PROD802;fr;France;Cyril
1-542919207;2011-07-22 09:03;Queued;Awaiting Assignment;E_6; C;W12;2nd;Medium;PROD802;fr;France;Cyril
1-542940765;2011-07-22 10:23;Accepted;In Progress;A2_4; A2;L23;3rd;Low;PROD546;us;USA;Fredrik
1-542940765;2011-10-05 21:40;Accepted;In Progress;A2_4; A2;L23;3rd;Low;PROD546;us;USA;Fredrik
1-542940765;2011-10-05 21:40;Queued;Awaiting Assignment;A2_4; A2;L23;3rd;Low;PROD546;us;USA;Fredrik
1-542940765;2012-02-21 14:43;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD546;us;USA;Fredrik
1-542940765;2012-02-21 14:44;Queued;Awaiting Assignment;A2_4; A2;L23;3rd;Low;PROD546;us;USA;Fredrik
1-542940765;2012-02-22 16:01;Accepted;In Progress;A2_4; A2;G113;2nd;Low;PROD546;us;USA;Fredrik
1-542940765;2012-02-22 16:08;Completed;Closed;A2_4; A2;G113;2nd;Low;PROD546;us;USA;Fredrik
1-543300099;2011-07-25 12:47;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-543300099;2011-07-25 15:39;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-543300099;2011-09-09 12:17;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-545370610;2012-02-06 17:02;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-545370610;2012-02-06 17:03;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-545738536;2011-08-08 07:08;Accepted;In Progress;A2_2; A2;M1;2nd;Low;PROD753;cn;Sweden;Tomas
1-545738536;2011-08-08 07:12;Accepted;Assigned;A2_2; A2;M1;2nd;Low;PROD753;cn;Sweden;Tomas
1-545738536;2011-09-01 22:51;Accepted;In Progress;A2_2; A2;M1;2nd;Low;PROD753;cn;Sweden;Tomas
1-545911672;2011-08-15 09:08;Queued;Awaiting Assignment;; G4;S28;2nd;High;PROD108;se;Sweden;Fredrik
1-545911672;2012-01-24 11:52;Accepted;In Progress;; G4;S28;2nd;High;PROD108;se;Sweden;Mattias
1-545911672;2012-01-24 11:58;Completed;Closed;; G4;S28;2nd;High;PROD108;se;Sweden;Mattias
1-546838031;2011-08-09 19:46;Queued;Awaiting Assignment;C_6; C;G250;3rd;Medium;PROD253;se;Sweden;Tomas
1-546838031;2011-08-11 18:51;Queued;Awaiting Assignment;C_6; C;G250;3rd;Medium;PROD253;se;Sweden;Tomas
1-546838031;2011-10-20 13:52;Accepted;In Progress;C_6; C;G250;3rd;Medium;PROD253;se;Sweden;Tomas
1-546838031;2011-10-20 13:54;Accepted;Wait;C_6; C;G250;3rd;Medium;PROD253;se;Sweden;Tomas
1-546838031;2012-04-24 12:58;Completed;Closed;C_6; C;G250;3rd;Medium;PROD253;se;Sweden;Tomas
1-547617088;2011-08-10 12:47;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-547617088;2011-08-10 13:04;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-547617088;2011-08-23 10:28;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-547617088;2011-08-23 10:29;Accepted;Wait;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-547617088;2012-02-15 12:14;Completed;Closed;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Andrew
1-549431982;2011-08-13 16:56;Accepted;In Progress;; F;S1;2nd;Low;PROD153;se;Sweden;Craig
1-549431982;2011-08-13 17:00;Queued;Awaiting Assignment;; F;S1;2nd;Low;PROD153;se;Sweden;Craig
1-550611848;2011-08-16 15:45;Accepted;In Progress;; G4;S33;2nd;Medium;PROD397;se;Sweden;Bharath
1-550611848;2012-05-04 10:56;Completed;Closed;; G4;S33;2nd;Medium;PROD397;se;Sweden;Bharath
1-560404489;2011-08-23 05:23;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-560404489;2011-08-23 05:29;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD802;se;Sweden;Praveen
1-560404489;2011-08-23 07:53;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;se;Sweden;Martin
1-560404489;2011-08-23 10:17;Accepted;In Progress;C_6; C;G268;3rd;High;PROD802;se;Sweden;Steve
1-560404489;2011-08-23 13:19;Accepted;Wait;C_6; C;G268;3rd;High;PROD802;se;Sweden;Steve
1-560404489;2011-12-15 13:51;Accepted;In Progress;E_6; C;G48;2nd;High;PROD802;se;Sweden;Per
1-560404489;2011-12-15 17:13;Accepted;In Progress;V3_3; C;G335;2nd;High;PROD802;se;Sweden;Mikael
1-560404489;2011-12-16 10:22;Queued;Awaiting Assignment;V3_3; C;G335;2nd;High;PROD802;se;Sweden;Mikael
1-563779807;2011-08-29 17:33;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-563779807;2011-08-29 17:38;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-563779807;2011-09-09 12:16;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-563779807;2011-09-21 10:38;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-564738994;2011-08-31 05:45;Accepted;In Progress;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-564738994;2011-08-31 05:46;Accepted;Wait;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-564738994;2012-01-04 12:02;Accepted;In Progress;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-564738994;2012-03-04 09:50;Completed;Closed;E_10; B;G238;2nd;High;PROD209;in;INDIA;Murali
1-564903210;2012-02-06 21:22;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-564903210;2012-02-06 21:24;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-565905115;2011-09-01 13:01;Accepted;In Progress;E_7; C;G153;2nd;Low;PROD673;se;INDIA;Rohan
1-565905115;2011-12-22 08:41;Accepted;In Progress;E_7; C;G153;2nd;Low;PROD673;se;INDIA;Rohan
1-565905115;2012-01-04 12:31;Completed;Closed;E_7; C;G153;2nd;Low;PROD673;se;INDIA;Rohan
1-566096602;2011-09-01 16:35;Accepted;In Progress;D_2; D;G122;3rd;Low;PROD618;us;Belgium;Wim
1-566096602;2012-03-23 10:52;Completed;Closed;D_2; D;G122;3rd;Low;PROD618;us;Belgium;Wim
1-566661201;2011-09-02 16:12;Accepted;In Progress;D_2; D;G122;3rd;Low;PROD618;us;Belgium;Wim
1-566661201;2011-09-02 16:20;Accepted;Wait;D_2; D;G122;3rd;Low;PROD618;us;Belgium;Wim
1-566661201;2012-01-18 11:58;Completed;Closed;D_2; D;G122;3rd;Low;PROD618;us;Belgium;Wim
1-572078531;2011-09-08 10:39;Accepted;In Progress;C_3; C;G211;3rd;Medium;PROD325;in;Sweden;Inger
1-572078531;2011-09-08 11:52;Queued;Awaiting Assignment;C_3; C;G211;3rd;Medium;PROD325;in;Sweden;Inger
1-572078531;2011-09-12 10:50;Accepted;In Progress;A2_2; A2;G22;2nd;Medium;PROD325;in;France;Frederic
1-572625937;2012-02-06 21:29;Accepted;In Progress;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-572625937;2012-02-06 21:30;Completed;Closed;; G3;G199;3rd;Medium;PROD98;us;POLAND;Ewa
1-572730349;2012-05-23 15:48;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Miroslaw
1-572730349;2012-05-23 15:51;Completed;Closed;A2_1; A2;W16;3rd;Medium;PROD756;pl;POLAND;Miroslaw
1-573830584;2011-09-13 16:40;Accepted;In Progress;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Per
1-573830584;2011-10-29 10:43;Accepted;In Progress;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Per
1-573830584;2012-01-18 12:54;Accepted;Assigned;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Mikael
1-573830584;2012-01-18 12:54;Accepted;In Progress;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Lena
1-573830584;2012-03-30 10:13;Accepted;Assigned;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Mikael
1-573830584;2012-03-30 12:56;Accepted;Assigned;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Lena
1-573830584;2012-03-30 13:05;Accepted;Assigned;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Lena
1-573830584;2012-03-30 14:58;Accepted;In Progress;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Lena
1-573830584;2012-03-30 14:58;Completed;Closed;E_6; C;G48;2nd;Major;PROD148;se;Sweden;Lena
1-574222268;2011-09-14 15:33;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-574222268;2012-01-30 13:41;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-574222268;2012-01-30 13:41;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-574222268;2012-01-30 21:44;Accepted;Assigned;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
1-574222268;2012-01-30 21:46;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;David
