ST Function Division;Org Line;Involved ST;Support Line Number;Product;Owner First Name
A2_1;C;D5;1st;PROD565;Jan
A2_1;C;D5;1st;PROD92;Jan
A2_1;C;D5;1st;PROD776;Jan
A2_1;A2;N14;2nd;PROD776;Jan
A2_1;C;D5;1st;PROD236;Jan
A2_1;A2;D4;1st;PROD236;Jan
A2_1;C;D5;1st;PROD727;Jan
A2_1;A2;D4;1st;PROD727;Jan
A2_1;C;D5;1st;PROD799;Jan
A2_1;C;D5;1st;PROD235;Jan
A2_1;A2;D4;1st;PROD235;Jan
A2_1;C;D5;1st;PROD789;Jan
A2_1;C;D5;1st;PROD424;Jan
A2_1;C;D5;1st;PROD38;Jan
A2_1;C;D5;1st;PROD327;Jan
A2_1;C;D5;1st;PROD809;Jan
A2_1;C;D5;1st;PROD329;Jan
A2_1;C;D2;1st;PROD329;Jan
A2_1;C;D5;1st;PROD791;Jan
A2_1;A2;D4;1st;PROD791;Jan
A2_1;C;D5;1st;PROD328;Jan
A2_1;A2;D4;1st;PROD328;Jan
A2_1;A2;D4;1st;PROD327;Jan
A2_1;C;D5;1st;PROD597;Jan
A2_1;C;D5;1st;PROD794;Jan
A2_1;A2;L28;2nd;PROD577;Jan-Erik
A2_1;A2;W15;2nd;PROD755;Janusz
A2_1;A2;N29;2nd;PROD203;Jason
A2_1;A2;J2;2nd;PROD350;Jason
A2_1;B;D1;1st;PROD350;Jason
A2_1;A2;D8;1st;PROD350;Jason
A2_1;A2;J2;2nd;PROD743;Jason
A2_1;A2;T17;2nd;PROD350;Jason
A2_1;A2;L28;2nd;PROD577;Jenny
A2_1;A2;M19;2nd;PROD700;Jens
A2_1;C;D2;1st;PROD542;Jeroen
A2_1;C;D2;1st;PROD253;Jeroen
A2_1;C;D2;1st;PROD424;Jeroen
A2_1;C;D2;1st;PROD616;Jeroen
A2_1;A2;D4;1st;PROD616;Jeroen
A2_1;C;D2;1st;PROD791;Jeroen
A2_1;A2;D4;1st;PROD791;Jeroen
A2_1;C;D2;1st;PROD38;Jeroen
A2_1;C;D2;1st;PROD279;Jeroen
A2_1;C;D2;1st;PROD92;Jeroen
A2_1;A2;D4;1st;PROD92;Jeroen
A2_1;C;D2;1st;PROD637;Jeroen
A2_1;C;D2;1st;PROD327;Jeroen
A2_1;A2;D4;1st;PROD327;Jeroen
A2_1;C;D2;1st;PROD235;Jeroen
A2_1;C;D2;1st;PROD790;Jeroen
A2_1;C;D2;1st;PROD236;Jeroen
A2_1;C;D2;1st;PROD328;Jeroen
A2_1;C;D2;1st;PROD789;Jeroen
A2_1;C;D2;1st;PROD215;Jeroen
A2_1;A2;N19;2nd;PROD790;Jeroen
A2_1;C;D2;1st;PROD494;Jeroen
A2_1;C;D2;1st;PROD217;Jeroen
A2_1;B;D1;1st;PROD350;Jihong
A2_1;A2;N7;2nd;PROD746;Jinos
A2_1;A2;N19;2nd;PROD38;Joakim
A2_1;A2;N19;2nd;PROD790;Joakim
A2_1;B;D1;1st;PROD790;Joakim
A2_1;C;D2;1st;PROD790;Joakim
A2_1;A2;D8;1st;PROD790;Joakim
A2_1;A2;S1;2nd;PROD141;Joao
A2_1;A2;D4;1st;PROD320;Joaquín
A2_1;A2;D4;1st;PROD236;Joaquín
A2_1;A2;D4;1st;PROD327;Joaquín
A2_1;A2;T17;2nd;PROD350;Joey
A2_1;B;D1;1st;PROD350;Joey
A2_1;A2;D8;1st;PROD424;John
A2_1;A2;D8;1st;PROD790;Jolanta
A2_1;A2;D7;1st;PROD775;Jonas
A2_1;A2;W15;2nd;PROD775;Jonas
A2_1;A2;D4;1st;PROD775;Jonas
A2_1;A2;D7;1st;PROD236;Jonas
A2_1;A2;D4;1st;PROD236;Jonas
A2_1;A2;D7;1st;PROD38;Jonas
A2_1;A2;D7;1st;PROD789;Jonas
A2_1;A2;D4;1st;PROD789;Jonas
A2_1;A2;D7;1st;PROD235;Jonas
A2_1;A2;D4;1st;PROD235;Jonas
A2_1;A2;D7;1st;PROD697;Jonas
A2_1;A2;M22;2nd;PROD697;Jonas
A2_1;A2;D7;1st;PROD779;Jonas
A2_1;A2;M19;2nd;PROD776;Jonathan
A2_1;A2;D4;1st;PROD776;Jonathan
A2_1;A2;D7;1st;PROD171;Jörgen
A2_1;A2;N25;2nd;PROD173;Josh
A2_1;C;D5;1st;PROD542;Juan
A2_1;C;D2;1st;PROD542;Juan
A2_1;C;D6;1st;PROD542;Juan
A2_1;A2;D8;1st;PROD542;Juan
A2_1;A2;G345;2nd;PROD658;Julien
A2_1;A2;G345;2nd;PROD541;Jüri
A2_1;A2;D4;1st;PROD776;Kannan
A2_1;A2;J6;2nd;PROD776;Kannan
A2_1;A2;D4;1st;PROD542;Kannan
A2_1;A2;D4;1st;PROD789;Kannan
A2_1;A2;D4;1st;PROD158;Kannan
A2_1;C;D5;1st;PROD158;Kannan
A2_1;C;D2;1st;PROD789;Kannan
A2_1;A2;D4;1st;PROD697;Kannan
A2_1;A2;D4;1st;PROD318;Kannan
A2_1;A2;D8;1st;PROD697;Kannan
A2_1;A2;D4;1st;PROD791;Kannan
A2_1;A2;M22;2nd;PROD697;Kannan
A2_1;A2;D8;1st;PROD791;Kannan
A2_1;A2;D4;1st;PROD159;Kannan
A2_1;A2;D7;1st;PROD159;Kannan
A2_1;A2;D7;1st;PROD791;Kannan
A2_1;A2;D7;1st;PROD318;Kannan
A2_1;C;D2;1st;PROD318;Kannan
A2_1;A2;D4;1st;PROD709;Kannan
A2_1;A2;N7;2nd;PROD746;Karin
A2_1;A2;N7;2nd;PROD747;Karin
A2_1;A2;N14;2nd;PROD776;Karol
A2_1;A2;J6;2nd;PROD776;Karol
A2_1;C;D5;1st;PROD776;Karol
A2_1;A2;D7;1st;PROD776;Karol
A2_1;A2;D8;1st;PROD776;Karol
A2_1;B;D3;1st;PROD776;Karol
A2_1;C;D2;1st;PROD776;Karol
A2_1;A2;G336;3rd;PROD776;Karol
A2_1;C;D5;1st;PROD542;Katia
A2_1;C;D5;1st;PROD328;Katia
A2_1;A2;D4;1st;PROD328;Katia
A2_1;A2;D4;1st;PROD542;Katia
A2_1;C;D5;1st;PROD92;Katia
A2_1;A2;D4;1st;PROD92;Katia
A2_1;C;D5;1st;PROD776;Katia
A2_1;A2;N14;2nd;PROD776;Katia
A2_1;A2;D4;1st;PROD776;Katia
A2_1;A2;M19;2nd;PROD776;Katia
A2_1;C;D5;1st;PROD236;Katia
A2_1;C;D5;1st;PROD736;Katia
A2_1;C;D5;1st;PROD235;Katia
A2_1;A2;D4;1st;PROD236;Katia
A2_1;A2;D4;1st;PROD235;Katia
A2_1;C;D5;1st;PROD424;Katia
A2_1;C;D5;1st;PROD727;Katia
A2_1;C;D5;1st;PROD791;Katia
A2_1;C;D5;1st;PROD789;Katia
A2_1;A2;D4;1st;PROD789;Katia
A2_1;C;D5;1st;PROD158;Katia
A2_1;C;D5;1st;PROD215;Katia
A2_1;C;D5;1st;PROD697;Katia
A2_1;A2;D4;1st;PROD791;Katia
A2_1;C;D5;1st;PROD436;Katia
A2_1;C;D5;1st;PROD790;Katia
A2_1;A2;D4;1st;PROD697;Katia
A2_1;C;D5;1st;PROD38;Katia
A2_1;C;D5;1st;PROD327;Katia
A2_1;A2;N19;2nd;PROD790;Katia
A2_1;C;D5;1st;PROD809;Katia
A2_1;C;D5;1st;PROD698;Katia
A2_1;A2;N19;2nd;PROD38;Katia
A2_1;C;D5;1st;PROD597;Katia
A2_1;C;D5;1st;PROD318;Katia
A2_1;A2;L26;3rd;PROD568;Kent
A2_1;A2;L25;2nd;PROD568;Kent
A2_1;A2;D8;1st;PROD793;Kiran
A2_1;A2;D8;1st;PROD793;Konrad
A2_1;A2;D8;1st;PROD730;Konrad
A2_1;A2;D8;1st;PROD158;Konrad
A2_1;A2;D4;1st;PROD158;Konrad
A2_1;A2;D8;1st;PROD790;Konrad
A2_1;A2;D8;1st;PROD607;Konrad
A2_1;A2;D8;1st;PROD542;Konrad
A2_1;A2;D8;1st;PROD698;Konrad
A2_1;A2;D8;1st;PROD776;Konrad
A2_1;A2;N14;2nd;PROD776;Konrad
A2_1;A2;J6;2nd;PROD776;Konrad
A2_1;A2;D8;1st;PROD38;Konrad
A2_1;A2;N19;2nd;PROD38;Konrad
A2_1;A2;D8;1st;PROD789;Konrad
A2_1;A2;D8;1st;PROD791;Konrad
A2_1;A2;D4;1st;PROD791;Konrad
A2_1;A2;D8;1st;PROD258;Konrad
A2_1;A2;J14;2nd;PROD700;Kostas
A2_1;A2;D4;1st;PROD700;Kostas
A2_1;A2;L25;2nd;PROD568;Kristoffer
A2_1;A2;L28;2nd;PROD577;Krunal
A2_1;A2;D8;1st;PROD793;Krzysztof
A2_1;A2;D8;1st;PROD158;Krzysztof
A2_1;A2;M22;2nd;PROD799;Krzysztof
A2_1;C;D5;1st;PROD799;Krzysztof
A2_1;A2;D8;1st;PROD776;Krzysztof
A2_1;A2;D8;1st;PROD789;Krzysztof
A2_1;A2;D8;1st;PROD791;Krzysztof
A2_1;A2;D4;1st;PROD791;Krzysztof
A2_1;A2;M22;2nd;PROD727;Krzysztof
A2_1;A2;D8;1st;PROD258;Krzysztof
A2_1;A2;D8;1st;PROD623;Krzysztof
A2_1;A2;D8;1st;PROD312;Krzysztof
A2_1;A2;D8;1st;PROD698;Krzysztof
A2_1;A2;D8;1st;PROD790;Krzysztof
A2_1;A2;D8;1st;PROD38;Krzysztof
A2_1;A2;D8;1st;PROD235;Krzysztof
A2_1;A2;D8;1st;PROD109;Krzysztof
A2_1;C;D6;1st;PROD725;Krzysztof
A2_1;B;D1;1st;PROD350;Kwewat
A2_1;A2;T17;2nd;PROD350;Kwewat
A2_1;B;D1;1st;PROD790;Kwewat
A2_1;A2;N19;2nd;PROD790;Kwewat
A2_1;A2;D7;1st;PROD158;Laleh
A2_1;A2;D4;1st;PROD158;Laleh
A2_1;A2;D7;1st;PROD542;Laleh
A2_1;A2;D7;1st;PROD38;Laleh
A2_1;A2;D7;1st;PROD236;Laleh
A2_1;A2;D4;1st;PROD236;Laleh
A2_1;A2;D7;1st;PROD432;Laleh
A2_1;A2;D7;1st;PROD775;Laleh
A2_1;A2;W15;2nd;PROD775;Laleh
A2_1;C;D6;1st;PROD308;Lars
A2_1;A2;D7;1st;PROD236;Lars
A2_1;C;D6;1st;PROD178;Lars
A2_1;A2;D4;1st;PROD566;Latoya
A2_1;A2;C7;2nd;PROD751;Laura
A2_1;C;D2;1st;PROD424;Liesbet
A2_1;A2;L6;2nd;PROD509;Lilli Ann
A2_1;A2;D4;1st;PROD235;Lisbeth
A2_1;C;D5;1st;PROD791;Luan
A2_1;A2;D4;1st;PROD791;Luan
A2_1;A2;D4;1st;PROD789;Luan
A2_1;A2;D8;1st;PROD789;Luan
A2_1;A2;D7;1st;PROD789;Luan
A2_1;A2;D4;1st;PROD436;Luan
A2_1;A2;D4;1st;PROD697;Luan
A2_1;C;D5;1st;PROD697;Luan
A2_1;C;D5;1st;PROD789;Luan
A2_1;A2;D4;1st;PROD318;Luan
A2_1;C;D2;1st;PROD318;Luan
A2_1;C;D2;1st;PROD791;Luan
A2_1;A2;D7;1st;PROD791;Luan
A2_1;C;D2;1st;PROD789;Luan
A2_1;C;D5;1st;PROD706;Luc
A2_1;C;D2;1st;PROD706;Luc
A2_1;A2;D8;1st;PROD542;Luc
A2_1;C;D5;1st;PROD542;Luc
A2_1;C;D6;1st;PROD542;Luc
A2_1;C;D2;1st;PROD542;Luc
A2_1;C;D2;1st;PROD424;Ludovic
A2_1;C;D2;1st;PROD790;Ludovic
A2_1;C;D2;1st;PROD253;Ludovic
A2_1;C;D2;1st;PROD494;Ludovic
A2_1;A2;D4;1st;PROD775;Lukasz
A2_1;A2;D8;1st;PROD623;Lukasz
A2_1;C;D5;1st;PROD329;Lukasz
A2_1;A2;D4;1st;PROD327;Lukasz
A2_1;C;D6;1st;PROD327;Lukasz
A2_1;A2;D4;1st;PROD236;Lukasz
A2_1;C;D5;1st;PROD236;Lukasz
A2_1;A2;D4;1st;PROD328;Lukasz
A2_1;C;D6;1st;PROD328;Lukasz
A2_1;A2;J6;2nd;PROD776;Maciej
A2_1;A2;N14;2nd;PROD776;Maciej
A2_1;A2;M19;2nd;PROD776;Maciej
A2_1;B;D1;1st;PROD790;Maciej
A2_1;A2;G336;3rd;PROD38;Maciej
A2_1;A2;G336;3rd;PROD776;Maciej
A2_1;A2;D8;1st;PROD258;Maciej
A2_1;A2;D4;1st;PROD158;Magali
A2_1;A2;D4;1st;PROD328;Magali
A2_1;A2;D4;1st;PROD236;Magali
A2_1;A2;D7;1st;PROD236;Magali
A2_1;A2;D4;1st;PROD235;Magali
A2_1;A2;D7;1st;PROD235;Magali
A2_1;B;D3;1st;PROD776;Magali
A2_1;B;D3;1st;PROD698;Magali
A2_1;B;D3;1st;PROD790;Magali
A2_1;B;D3;1st;PROD235;Magali
A2_1;B;D3;1st;PROD126;Magali
A2_1;B;D3;1st;PROD328;Magali
A2_1;B;D3;1st;PROD159;Magali
A2_1;A2;D4;1st;PROD159;Magali
A2_1;B;D3;1st;PROD53;Magali
A2_1;B;D3;1st;PROD730;Magali
A2_1;A2;D4;1st;PROD730;Magali
A2_1;A2;D8;1st;PROD623;Malgorzata
A2_1;A2;D8;1st;PROD258;Malgorzata
A2_1;A2;D8;1st;PROD209;Maltesh
A2_1;A2;L6;2nd;PROD509;Mamta
A2_1;C;D5;1st;PROD215;Manikandan
A2_1;C;D2;1st;PROD215;Manikandan
A2_1;A2;W16;3rd;PROD171;Manjunath
A2_1;A2;L31;2nd;PROD172;Marcia
A2_1;A2;D8;1st;PROD542;Marcin
A2_1;A2;D8;1st;PROD158;Marcin
A2_1;A2;D8;1st;PROD235;Marcin
A2_1;A2;D8;1st;PROD730;Marcin
A2_1;A2;D8;1st;PROD776;Marcin
A2_1;A2;D8;1st;PROD366;Marcin
A2_1;A2;D8;1st;PROD789;Marcin
A2_1;A2;D8;1st;PROD790;Marcin
A2_1;A2;D7;1st;PROD834;Marcin
A2_1;A2;D8;1st;PROD424;Marcin
A2_1;A2;D7;1st;PROD38;Marcin
A2_1;A2;D8;1st;PROD631;Marcin
A2_1;A2;D8;1st;PROD791;Marcin
A2_1;A2;D8;1st;PROD38;Marcin
A2_1;A2;D9;1st;PROD424;Marcin
A2_1;A2;D8;1st;PROD697;Marcin
A2_1;A2;D4;1st;PROD697;Marcin
A2_1;A2;D8;1st;PROD793;Marcin
A2_1;A2;N14;2nd;PROD776;Marcin
A2_1;A2;D8;1st;PROD327;Marcin
A2_1;A2;D9;1st;PROD327;Marcin
A2_1;A2;D8;1st;PROD514;Marcin
A2_1;A2;D8;1st;PROD92;Marcin
A2_1;A2;D4;1st;PROD92;Marcin
A2_1;A2;D8;1st;PROD350;Marcin
A2_1;A2;J2;2nd;PROD350;Marcin
A2_1;A2;D8;1st;PROD494;Marcin
A2_1;A2;D8;1st;PROD209;Marcin
A2_1;A2;D9;1st;PROD209;Marcin
A2_1;A2;D8;1st;PROD258;Marcin
A2_1;A2;D8;1st;PROD623;Marcin
A2_1;A2;D8;1st;PROD45;Marcin
A2_1;A2;D9;1st;PROD45;Marcin
A2_1;A2;D8;1st;PROD698;Marcin
A2_1;A2;D4;1st;PROD235;Marcin
A2_1;A2;D8;1st;PROD236;Marcin
A2_1;A2;D4;1st;PROD236;Marcin
A2_1;A2;D8;1st;PROD312;Marcin
A2_1;A2;D8;1st;PROD23;Marcin
A2_1;A2;D8;1st;PROD329;Marcin
A2_1;A2;D8;1st;PROD723;Marcin
A2_1;A2;D9;1st;PROD723;Marcin
A2_1;A2;D4;1st;PROD327;Marcin
A2_1;A2;D4;1st;PROD791;Marcin
A2_1;A2;D8;1st;PROD779;Marcin
A2_1;C;D6;1st;PROD542;Marco
A2_1;A2;D4;1st;PROD542;Marco
A2_1;C;D6;1st;PROD158;Marco
A2_1;C;D5;1st;PROD424;Marco
A2_1;C;D6;1st;PROD235;Marco
A2_1;C;D6;1st;PROD308;Marco
A2_1;C;D6;1st;PROD320;Marco
A2_1;A2;D4;1st;PROD320;Marco
A2_1;A2;D4;1st;PROD235;Marco
A2_1;A2;W16;3rd;PROD235;Marco
A2_1;C;D6;1st;PROD328;Marco
A2_1;A2;M19;2nd;PROD776;Marcos
A2_1;B;D3;1st;PROD126;Maria
A2_1;B;D3;1st;PROD81;Maria
A2_1;B;D3;1st;PROD776;Maria
A2_1;B;D3;1st;PROD698;Maria
A2_1;B;D3;1st;PROD802;Maria
A2_1;B;D3;1st;PROD235;Maria
A2_1;B;D3;1st;PROD96;Maria
A2_1;B;D3;1st;PROD560;Maria
A2_1;B;D3;1st;PROD328;Maria
A2_1;B;D3;1st;PROD787;Maria
A2_1;B;D3;1st;PROD799;Maria
A2_1;B;D3;1st;PROD159;Maria
A2_1;B;D3;1st;PROD53;Maria
A2_1;B;D3;1st;PROD730;Maria
A2_1;B;D3;1st;PROD38;Maria
A2_1;A2;L19;2nd;PROD792;Marie
A2_1;A2;L60;2nd;PROD805;Marie
A2_1;A2;W15;2nd;PROD755;Marika
A2_1;C;D2;1st;PROD49;Marika
A2_1;A2;D7;1st;PROD432;Marika
A2_1;B;D10;1st;PROD236;Marilyn
A2_1;B;D10;1st;PROD213;Marilyn
A2_1;B;D10;1st;PROD28;Marilyn
A2_1;A2;D4;1st;PROD235;Mario
A2_1;A2;G54;2nd;PROD312;Mariusz
A2_1;A2;D4;1st;PROD312;Mariusz
A2_1;A2;L6;2nd;PROD509;Markus
A2_1;A2;G54;2nd;PROD776;Marta
A2_1;A2;D4;1st;PROD776;Marta
A2_1;A2;N14;2nd;PROD776;Marta
A2_1;C;D5;1st;PROD776;Marta
A2_1;A2;G54;2nd;PROD312;Marta
A2_1;A2;D4;1st;PROD312;Marta
A2_1;A2;D8;1st;PROD776;Marta
A2_1;A2;D7;1st;PROD776;Marta
A2_1;C;D2;1st;PROD776;Marta
A2_1;A2;M19;2nd;PROD776;Martin
A2_1;A2;D4;1st;PROD776;Martin
A2_1;A2;D8;1st;PROD776;Martin
A2_1;A2;D8;1st;PROD236;Martin
A2_1;A2;D4;1st;PROD236;Martin
A2_1;B;D3;1st;PROD776;Matias
A2_1;A2;N19;2nd;PROD790;Mats
A2_1;B;D1;1st;PROD790;Mats
A2_1;C;D6;1st;PROD542;Mattia
A2_1;C;D6;1st;PROD308;Mattia
A2_1;C;D6;1st;PROD158;Mattia
A2_1;A2;D4;1st;PROD158;Mattia
A2_1;C;D6;1st;PROD235;Mattia
A2_1;A2;D4;1st;PROD235;Mattia
A2_1;C;D6;1st;PROD590;Mattia
A2_1;C;D6;1st;PROD180;Mattia
A2_1;C;D6;1st;PROD236;Mattia
A2_1;C;D6;1st;PROD328;Mattia
A2_1;C;D6;1st;PROD178;Mattia
A2_1;C;D6;1st;PROD723;Mattia
A2_1;C;D6;1st;PROD775;Mattia
A2_1;C;D6;1st;PROD329;Mattia
A2_1;C;D6;1st;PROD312;Mattia
A2_1;C;D6;1st;PROD725;Mattia
A2_1;A2;G26;2nd;PROD725;Mattia
A2_1;B;D1;1st;PROD542;Meishan
A2_1;B;D1;1st;PROD790;Meishan
A2_1;A2;N19;2nd;PROD790;Meishan
A2_1;B;D1;1st;PROD510;Meishan
A2_1;A2;L6;2nd;PROD510;Meishan
A2_1;B;D1;1st;PROD350;Meishan
A2_1;A2;T17;2nd;PROD350;Meishan
A2_1;A2;N17;2nd;PROD17;Melekia
A2_1;A2;D7;1st;PROD236;Michael
A2_1;A2;D4;1st;PROD236;Michael
A2_1;A2;D7;1st;PROD235;Michael
A2_1;A2;D4;1st;PROD235;Michael
A2_1;A2;D7;1st;PROD158;Michael
A2_1;A2;D4;1st;PROD158;Michael
A2_1;A2;D7;1st;PROD789;Michael
A2_1;A2;D4;1st;PROD789;Michael
A2_1;A2;D7;1st;PROD776;Michael
A2_1;A2;N14;2nd;PROD776;Michael
A2_1;A2;D7;1st;PROD542;Michael
A2_1;A2;N2;2nd;PROD172;Michael
A2_1;A2;D7;1st;PROD38;Michael
A2_1;A2;N7;2nd;PROD746;Michael
A2_1;A2;N17;2nd;PROD173;Michael
A2_1;A2;M22;2nd;PROD727;Michal
A2_1;A2;M28;2nd;PROD727;Michal
A2_1;C;D5;1st;PROD727;Michal
A2_1;A2;W15;2nd;PROD727;Michal
A2_1;A2;M22;2nd;PROD697;Michal
A2_1;C;D5;1st;PROD697;Michal
A2_1;A2;D8;1st;PROD423;Michal
A2_1;A2;D8;1st;PROD494;Michal
A2_1;C;D2;1st;PROD791;Michal
A2_1;A2;D8;1st;PROD623;Michal
A2_1;C;D2;1st;PROD697;Michal
A2_1;A2;M22;2nd;PROD775;Michal
A2_1;C;D5;1st;PROD775;Michal
A2_1;A2;D8;1st;PROD258;Michal
A2_1;A2;M22;2nd;PROD318;Michal
A2_1;C;D6;1st;PROD318;Michal
A2_1;A2;D7;1st;PROD775;Mikael
A2_1;A2;D4;1st;PROD171;Mikael
A2_1;A2;M2;2nd;PROD39;Mikael
A2_1;A2;M2;2nd;PROD17;Mikael
A2_1;A2;D4;1st;PROD236;Mikael
A2_1;A2;D4;1st;PROD775;Mikael
A2_1;A2;G102;2nd;PROD824;Miroslaw
A2_1;A2;D4;1st;PROD791;Miroslawa
A2_1;C;D5;1st;PROD698;Mohammad
A2_1;A2;M28;2nd;PROD155;Mythri
A2_1;A2;M28;2nd;PROD730;Mythri
A2_1;A2;D4;1st;PROD730;Mythri
A2_1;A2;W16;3rd;PROD171;Naveen
A2_1;A2;W16;3rd;PROD509;Naveen
A2_1;A2;W9;2nd;PROD327;Naveen
A2_1;A2;D8;1st;PROD494;Navneet
A2_1;A2;D4;1st;PROD92;Nayana
A2_1;A2;D4;1st;PROD789;Nayana
A2_1;A2;D7;1st;PROD789;Nayana
A2_1;A2;D8;1st;PROD789;Nayana
A2_1;A2;D4;1st;PROD791;Nayana
A2_1;C;D5;1st;PROD791;Nayana
A2_1;C;D2;1st;PROD789;Nayana
A2_1;C;D5;1st;PROD789;Nayana
A2_1;A2;D4;1st;PROD318;Nayana
A2_1;C;D5;1st;PROD318;Nayana
A2_1;A2;D8;1st;PROD92;Nayana
A2_1;C;D2;1st;PROD791;Nayana
A2_1;A2;D7;1st;PROD318;Nayana
A2_1;B;D1;1st;PROD789;Nayana
A2_1;A2;D4;1st;PROD312;Nayana
A2_1;C;D2;1st;PROD312;Nayana
A2_1;A2;D7;1st;PROD791;Nayana
A2_1;A2;D8;1st;PROD791;Nayana
A2_1;C;D2;1st;PROD542;Nele
A2_1;A2;N29;2nd;PROD700;Nikhil
A2_1;A2;N25;2nd;PROD173;Niklas
A2_1;A2;S1;2nd;PROD142;Nilton
A2_1;A2;D8;1st;PROD542;Olga
A2_1;A2;D8;1st;PROD366;Olga
A2_1;A2;D8;1st;PROD776;Olga
A2_1;A2;N14;2nd;PROD776;Olga
A2_1;A2;D8;1st;PROD561;Olga
A2_1;A2;D8;1st;PROD423;Olga
A2_1;A2;D8;1st;PROD727;Olga
A2_1;A2;M22;2nd;PROD727;Olga
A2_1;A2;D8;1st;PROD253;Olga
A2_1;A2;D8;1st;PROD698;Olga
A2_1;A2;D8;1st;PROD509;Olga
A2_1;A2;L6;2nd;PROD509;Olga
A2_1;A2;D8;1st;PROD2;Olga
A2_1;A2;D8;1st;PROD236;Olga
A2_1;A2;D4;1st;PROD236;Olga
A2_1;A2;D8;1st;PROD706;Olga
A2_1;A2;D8;1st;PROD790;Olga
A2_1;A2;N19;2nd;PROD790;Olga
A2_1;A2;D8;1st;PROD424;Olga
A2_1;A2;S1;2nd;PROD142;Osmar
A2_1;A2;N7;2nd;PROD746;Pablo
A2_1;A2;N7;2nd;PROD747;Pablo
A2_1;C;D6;1st;PROD747;Pablo
A2_1;A2;G336;3rd;PROD38;Pallav
A2_1;A2;D8;1st;PROD92;Pallav
A2_1;A2;D7;1st;PROD236;Pär
A2_1;A2;D4;1st;PROD236;Pär
A2_1;C;D6;1st;PROD308;Pär
A2_1;A2;D7;1st;PROD775;Pär
A2_1;A2;D4;1st;PROD328;Pär
A2_1;A2;N14;2nd;PROD776;Partner
A2_1;B;D1;1st;PROD790;Partner
A2_1;A2;G54;2nd;PROD312;Partner
A2_1;A2;D8;1st;PROD790;Partner
A2_1;A2;D7;1st;PROD38;Partner
A2_1;B;D3;1st;PROD38;Partner
A2_1;A2;G336;3rd;PROD38;Partner
A2_1;A2;D8;1st;PROD38;Partner
A2_1;C;D2;1st;PROD38;Partner
A2_1;A2;N19;2nd;PROD790;Partner
A2_1;B;D3;1st;PROD790;Partner
A2_1;C;D5;1st;PROD38;Partner
A2_1;A2;D7;1st;PROD432;Partner
A2_1;A2;L20;2nd;PROD558;Partner
A2_1;A2;N19;2nd;PROD38;Partner
A2_1;A2;D8;1st;PROD776;Partner
A2_1;C;D2;1st;PROD790;Partner
A2_1;C;D5;1st;PROD236;Patricia
A2_1;C;D5;1st;PROD235;Patricia
A2_1;C;D5;1st;PROD321;Patricia
A2_1;C;D5;1st;PROD793;Patricia
A2_1;A2;N17;2nd;PROD17;Patrick
A2_1;A2;N19;2nd;PROD790;Patrik
A2_1;A2;D8;1st;PROD790;Patrik
A2_1;C;D5;1st;PROD790;Patrik
A2_1;A2;N19;2nd;PROD154;Patrik
A2_1;A2;D8;1st;PROD542;Patryk
A2_1;A2;D8;1st;PROD730;Patryk
A2_1;A2;D4;1st;PROD730;Patryk
A2_1;A2;D8;1st;PROD776;Patryk
A2_1;A2;N14;2nd;PROD776;Patryk
A2_1;A2;D8;1st;PROD789;Patryk
A2_1;A2;D4;1st;PROD789;Patryk
A2_1;A2;D8;1st;PROD312;Patryk
A2_1;A2;D8;1st;PROD790;Patryk
A2_1;A2;N19;2nd;PROD790;Patryk
A2_1;A2;D8;1st;PROD698;Patryk
A2_1;A2;D8;1st;PROD328;Patryk
A2_1;C;D2;1st;PROD235;Paul
A2_1;C;D2;1st;PROD168;Paul
A2_1;C;D2;1st;PROD236;Paul
A2_1;C;D2;1st;PROD424;Paul
A2_1;A2;D4;1st;PROD235;Paul
A2_1;C;D2;1st;PROD736;Paul
A2_1;C;D2;1st;PROD656;Paul
A2_1;C;D2;1st;PROD698;Paul
A2_1;C;D2;1st;PROD327;Paul
A2_1;C;D2;1st;PROD253;Paul
A2_1;A2;D4;1st;PROD236;Paul
A2_1;C;D2;1st;PROD38;Paul
A2_1;C;D2;1st;PROD91;Paul
A2_1;A2;N14;2nd;PROD776;Paulina
A2_1;A2;D7;1st;PROD776;Paulina
A2_1;C;D5;1st;PROD776;Paulina
A2_1;A2;J6;2nd;PROD776;Paulina
A2_1;A2;D8;1st;PROD776;Paulina
A2_1;B;D3;1st;PROD776;Paulina
A2_1;A2;D4;1st;PROD158;Paulo
A2_1;A2;D7;1st;PROD158;Paulo
A2_1;A2;D4;1st;PROD236;Paulo
A2_1;A2;D7;1st;PROD236;Paulo
A2_1;A2;D4;1st;PROD776;Paulo
A2_1;A2;N14;2nd;PROD776;Paulo
A2_1;C;D5;1st;PROD236;Paulo
A2_1;A2;G42;3rd;PROD236;Paulo
A2_1;A2;D4;1st;PROD235;Paulo
A2_1;A2;G42;3rd;PROD158;Paulo
A2_1;A2;D4;1st;PROD730;Paulo
A2_1;A2;G42;3rd;PROD730;Paulo
A2_1;A2;D8;1st;PROD730;Paulo
A2_1;A2;D4;1st;PROD727;Paulo
A2_1;A2;G42;3rd;PROD727;Paulo
A2_1;C;D5;1st;PROD727;Paulo
A2_1;C;D6;1st;PROD235;Paulo
A2_1;A2;D4;1st;PROD171;Paulo
A2_1;A2;D7;1st;PROD171;Paulo
A2_1;C;D5;1st;PROD776;Paulo
A2_1;A2;G42;3rd;PROD235;Paulo
