Problem Number;Problem Latest Impact;Change Date;Problem Status;Problem Sub Status;Org Line;ST Function Division;Owner ST;Support Line Number;Product;Country;Action Owner Country;Action Owner First Name
1-422418092;Medium;2010-11-19 18:25:24;Queued;Awaiting Assignment; G4;;S30;2nd;PROD412;se;Sweden;Viktoria
1-422418092;Medium;2012-02-06 12:47:29;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-422418092;Medium;2012-02-06 12:48:30;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-422877530;Medium;2012-02-04 13:13:58;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-422877530;Medium;2012-02-04 13:20:09;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-424065923;Medium;2012-02-04 13:27:30;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-424065923;Medium;2012-02-04 13:41:46;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-427955007;Medium;2010-12-07 14:24:36;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2011-01-18 10:59:26;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2011-01-26 07:48:18;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2011-04-28 07:46:03;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-427955007;Medium;2012-01-26 10:47:59;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-429498598;Medium;2012-01-30 13:41:27;Accepted;Assigned; G4;;S30;2nd;PROD411;se;Sweden;Marco
1-429498598;Medium;2012-02-01 08:57:23;Accepted;Wait; G4;;S30;2nd;PROD411;se;Sweden;Marco
1-429498598;Medium;2012-02-01 10:47:23;Completed;Closed; G4;;S30;2nd;PROD411;se;Sweden;Marco
1-430880486;Medium;2010-12-16 11:55:48;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-430880486;Medium;2011-03-21 17:11:52;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-430880486;Medium;2012-02-29 14:38:04;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-431797119;Medium;2012-01-30 13:59:16;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-431797119;Medium;2012-01-30 14:07:31;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-433309965;Medium;2012-02-02 22:15:47;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-433309965;Medium;2012-02-02 22:19:29;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-433910332;Medium;2010-12-28 14:28:04;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2010-12-28 14:28:11;Accepted;Wait; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-01-03 08:41:42;Accepted;Wait; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-01-28 16:48:20;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-03-31 09:34:29;Accepted;Wait; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-04-06 12:16:21;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-433910332;Medium;2011-06-29 15:04:50;Accepted;Assigned; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-439833168;Low;2011-01-14 13:10:28;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-439833168;Low;2011-01-14 14:54:33;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Per
1-439833168;Low;2012-02-29 15:27:57;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-441507371;Medium;2011-01-18 10:35:34;Accepted;In Progress; G4;;G51;2nd;PROD821;se;Sweden;Ing-Marie
1-441507371;Medium;2011-01-18 10:46:33;Queued;Awaiting Assignment; G4;;G51;2nd;PROD821;se;Sweden;Ing-Marie
1-443175071;Medium;2011-01-20 17:18:05;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-443175071;Medium;2011-03-21 17:30:18;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-443175071;Medium;2012-03-19 08:18:42;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-473084325;Medium;2011-02-03 10:33:47;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD154;se;Sweden;Martin
1-473084325;Medium;2011-09-13 16:53:00;Queued;Awaiting Assignment; C;C_6;G270;3rd;PROD154;se;France;Olivier
1-473084325;Medium;2011-09-16 11:27:06;Queued;Awaiting Assignment; C;C_6;G270;3rd;PROD154;se;France;Olivier
1-473084325;Medium;2012-02-02 16:48:22;Queued;Awaiting Assignment; A2;A2_1;J2;2nd;PROD154;se;Sweden;Britt
1-473084325;Medium;2012-02-06 10:26:00;Accepted;In Progress; A2;A2_1;J2;2nd;PROD154;se;Sweden;Britt
1-473084325;Medium;2012-02-06 12:32:58;Accepted;Wait; A2;A2_1;J2;2nd;PROD154;se;Sweden;Britt
1-473084325;Medium;2012-03-14 13:52:06;Completed;Closed; A2;A2_1;J2;2nd;PROD154;se;Sweden;Britt
1-479002951;High;2011-02-04 14:21:41;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-479002951;High;2011-03-13 13:11:06;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Per
1-479002951;High;2012-02-29 14:27:21;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-489198755;Medium;2011-02-08 16:10:53;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-489198755;Medium;2011-03-21 17:26:55;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-489198755;Medium;2012-02-14 16:45:26;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-498324124;Low;2011-02-16 16:40:03;Accepted;In Progress; A2;A2_3;N26;2nd;PROD791;pl;POLAND;Michal
1-498324124;Low;2011-02-17 12:13:53;Accepted;Assigned; A2;A2_3;N26;2nd;PROD791;pl;POLAND;Michal
1-498324124;Low;2011-04-19 13:41:04;Accepted;Assigned; A2;A2_3;N26;2nd;PROD791;pl;POLAND;Michal
1-502769178;Medium;2011-02-23 17:45:04;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Joakim
1-502769178;Medium;2011-02-23 17:52:29;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Joakim
1-502769178;Medium;2011-05-04 09:05:50;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Joakim
1-502769178;Medium;2011-09-05 09:10:57;Queued;Awaiting Assignment; G4;;S33;2nd;PROD374;se;Sweden;Joakim
1-506092586;High;2011-03-07 12:36:20;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-506092586;High;2012-01-26 11:25:15;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-507679771;Medium;2011-03-14 15:04:30;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-507679771;Medium;2012-02-01 16:12:52;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-510142147;High;2012-01-30 13:39:42;Accepted;Assigned; G4;;S30;2nd;PROD412;se;Sweden;David
1-510142147;High;2012-01-31 09:45:06;Accepted;In Progress; G4;;S30;2nd;PROD412;se;Sweden;David
1-510142147;High;2012-01-31 09:45:09;Completed;Closed; G4;;S30;2nd;PROD412;se;Sweden;David
1-510399424;Medium;2011-03-25 13:21:36;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Timothy
1-510399424;Medium;2012-02-15 11:41:23;Completed;Closed; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Timothy
1-511787661;Medium;2012-02-06 21:18:11;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-511787661;Medium;2012-02-06 21:19:44;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-512617571;High;2011-04-04 11:48:35;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-512617571;High;2011-04-04 11:49:23;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-512617571;High;2011-08-18 13:05:34;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-512617571;High;2011-08-19 15:27:15;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-512617571;High;2011-11-01 14:29:18;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-512617571;High;2012-02-15 12:12:58;Completed;Closed; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-513031774;Low;2011-04-05 07:39:04;Accepted;In Progress; G4;;S33;2nd;PROD448;se;Sweden;Roland
1-513031774;Low;2012-03-13 15:47:40;Completed;Closed; G4;;S33;2nd;PROD448;se;Sweden;Roland
1-513180623;Medium;2012-01-10 11:01:19;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-513180623;Medium;2012-01-10 12:21:57;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-514618724;High;2011-04-08 10:57:43;Accepted;In Progress; C;E_6;G48;2nd;PROD98;se;Sweden;Mikael
1-514618724;High;2011-04-11 09:18:36;Accepted;Wait; C;E_6;G48;2nd;PROD98;se;Sweden;Mikael
1-514618724;High;2012-02-21 10:22:27;Accepted;In Progress; C;E_6;G48;2nd;PROD98;se;Sweden;Mikael
1-514618724;High;2012-02-21 10:31:26;Completed;Closed; C;E_6;G48;2nd;PROD98;se;Sweden;Mikael
1-515461174;Low;2011-04-11 14:56:28;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-515461174;Low;2011-12-13 10:21:26;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-515461174;Low;2012-02-08 22:09:00;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-515461174;Low;2012-03-26 08:27:45;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-517002080;Medium;2012-01-30 13:06:42;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-517002080;Medium;2012-01-30 13:07:11;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-517045062;Medium;2012-01-30 21:50:24;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-517045062;Medium;2012-01-30 21:52:53;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-518362551;Medium;2012-01-13 12:27:01;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-518362551;Medium;2012-01-13 12:27:18;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-520127960;High;2011-04-25 05:46:33;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Per
1-520127960;High;2011-04-25 05:48:34;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Per
1-520127960;High;2012-01-26 11:31:40;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Per
1-520705880;High;2011-04-26 16:44:41;Accepted;In Progress; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-520705880;High;2011-11-15 12:56:41;Accepted;Wait; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-520705880;High;2012-05-29 09:18:46;Completed;Closed; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-522222222;Low;2011-05-02 08:45:31;Accepted;In Progress; G4;;S28;2nd;PROD108;se;Sweden;Erik
1-522222222;Low;2012-02-27 14:31:45;Completed;Closed; G4;;S28;2nd;PROD108;se;Sweden;Erik
1-522460624;Major;2011-05-03 06:29:33;Accepted;In Progress; C;E_8;G186;2nd;PROD436;in;Sweden;Jonas
1-522460624;Major;2011-05-03 06:31:51;Queued;Awaiting Assignment; C;E_8;G186;2nd;PROD436;in;Sweden;Jonas
1-522734472;Medium;2012-02-06 21:35:55;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-522734472;Medium;2012-02-06 21:37:18;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-522949376;Medium;2011-05-04 10:53:03;Accepted;In Progress; A2;A2_4;G18;3rd;PROD67;se;INDIA;Arun
1-522949376;Medium;2011-05-18 14:42:40;Queued;Awaiting Assignment; A2;A2_4;G18;3rd;PROD67;se;INDIA;Arun
1-523069229;Medium;2012-01-30 12:54:45;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-523069229;Medium;2012-01-30 12:54:47;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-523392191;Medium;2012-02-15 15:27:07;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-523392191;Medium;2012-02-15 15:27:34;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-524375607;Medium;2011-10-05 07:38:35;Accepted;Assigned; C;C_2;G58;3rd;PROD330;be;Belgium;Els
1-524375607;Medium;2011-10-05 08:03:00;Accepted;Assigned; C;C_2;G58;3rd;PROD330;be;Belgium;Jo
1-524375607;Medium;2011-11-08 14:44:51;Accepted;In Progress; C;C_2;G58;3rd;PROD330;be;Belgium;Jo
1-524375607;Medium;2012-04-10 16:19:54;Completed;Closed; C;C_2;G58;3rd;PROD330;be;Belgium;Jo
1-525589021;Medium;2011-05-13 16:23:13;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-525589021;Medium;2012-02-01 16:40:02;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-526037041;Medium;2011-05-16 14:09:56;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-526037041;Medium;2012-02-01 16:50:06;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-527208576;Low;2011-05-19 22:28:42;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-527208576;Low;2011-10-27 12:59:32;Accepted;Wait; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-527208576;Low;2012-02-08 22:43:06;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Roland
1-530147896;Medium;2012-02-02 21:51:10;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-530147896;Medium;2012-02-02 21:52:46;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-531872604;Medium;2011-06-07 22:21:06;Accepted;In Progress; C;E_8;G186;2nd;PROD756;in;Sweden;Jonas
1-531872604;Medium;2011-06-08 12:12:31;Accepted;Wait; C;E_8;G186;2nd;PROD756;in;Sweden;Jonas
1-531872604;Medium;2011-06-30 09:19:59;Queued;Awaiting Assignment; C;E_8;G186;2nd;PROD756;in;Sweden;Jonas
1-532084405;Medium;2012-02-06 21:16:22;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-532084405;Medium;2012-02-06 21:17:44;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-533851634;Medium;2012-02-02 22:28:50;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-533851634;Medium;2012-02-02 22:31:56;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-534493180;Medium;2011-06-17 08:24:42;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-534493180;Medium;2011-06-17 08:25:34;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-535418135;Medium;2011-06-21 11:01:27;Accepted;In Progress; A2;A2_1;W6;2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2011-07-28 13:22:47;Accepted;Wait; A2;A2_1;W6;2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2011-07-28 13:24:26;Accepted;Wait; A2;A2_1;W6;2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2012-01-19 15:23:31;Accepted;In Progress; A2;A2_1;W6;2nd;PROD791;pl;POLAND;Michal
1-535418135;Medium;2012-01-19 15:25:35;Completed;Closed; A2;A2_1;W6;2nd;PROD791;pl;POLAND;Michal
1-535439201;Medium;2011-06-21 10:23:47;Accepted;In Progress; C;E_3;G68;2nd;PROD714;se;Sweden;Lars
1-535439201;Medium;2011-06-21 10:44:50;Accepted;Wait; C;E_3;G68;2nd;PROD714;se;Sweden;Lars
1-535439201;Medium;2012-03-02 09:16:48;Completed;Closed; C;E_3;G68;2nd;PROD714;se;Sweden;Lars
1-537169872;Major;2011-07-12 14:28:19;Accepted;Assigned; C;E_6;S20;2nd;PROD374;se;Sweden;Daniel
1-537169872;Major;2011-09-05 09:14:45;Queued;Awaiting Assignment; G4;;S33;2nd;PROD374;se;Sweden;Joakim
1-538297321;Low;2011-11-21 15:30:28;Queued;Awaiting Assignment; G4;;S33;2nd;PROD448;se;Sweden;Joakim
1-538297321;Low;2011-11-21 15:57:42;Accepted;In Progress; G4;;S33;2nd;PROD448;se;Sweden;Rickard
1-538467021;High;2012-01-25 19:46:19;Accepted;In Progress; B;E_6;S4;2nd;PROD473;br;Brazil;Thiago
1-538467021;High;2012-01-25 19:48:24;Completed;Closed; B;E_6;S4;2nd;PROD473;br;Brazil;Thiago
1-539000895;High;2011-07-05 10:24:39;Accepted;In Progress; C;E_8;G186;2nd;PROD473;in;Sweden;Jonas
1-539000895;High;2012-05-15 14:57:12;Completed;Closed; C;E_8;G186;2nd;PROD473;in;Sweden;Jonas
1-539083171;Medium;2011-07-05 13:33:46;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-539083171;Medium;2012-02-15 17:33:28;Accepted;Assigned; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-539083171;Medium;2012-05-23 17:00:04;Completed;Closed; G4;;S33;2nd;PROD374;se;Sweden;Katarina
1-539805130;Medium;2011-07-07 14:45:46;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-539805130;Medium;2011-11-01 17:28:16;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-539805130;Medium;2012-02-15 12:13:43;Completed;Closed; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-541565290;Medium;2012-02-06 22:10:04;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-541565290;Medium;2012-02-06 22:11:17;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-542027112;High;2011-07-18 14:45:13;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-542027112;High;2011-07-18 14:48:49;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-542027112;High;2011-07-18 14:55:27;Accepted;Assigned; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-542027112;High;2011-09-09 12:17:31;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-542919207;Medium;2011-07-22 08:56:05;Accepted;In Progress; C;E_6;W12;2nd;PROD802;fr;France;Cyril
1-542919207;Medium;2011-07-22 09:03:11;Queued;Awaiting Assignment; C;E_6;W12;2nd;PROD802;fr;France;Cyril
1-542940765;Low;2011-07-22 10:23:23;Accepted;In Progress; A2;A2_4;L23;3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2011-10-05 21:40:23;Accepted;In Progress; A2;A2_4;L23;3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2011-10-05 21:40:40;Queued;Awaiting Assignment; A2;A2_4;L23;3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-21 14:43:18;Accepted;In Progress; A2;A2_4;G113;2nd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-21 14:44:28;Queued;Awaiting Assignment; A2;A2_4;L23;3rd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-22 16:01:36;Accepted;In Progress; A2;A2_4;G113;2nd;PROD546;us;USA;Fredrik
1-542940765;Low;2012-02-22 16:08:59;Completed;Closed; A2;A2_4;G113;2nd;PROD546;us;USA;Fredrik
1-543300099;Medium;2011-07-25 12:47:13;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-543300099;Medium;2011-07-25 15:39:06;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-543300099;Medium;2011-09-09 12:17:02;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-545370610;Medium;2012-02-06 17:02:25;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-545370610;Medium;2012-02-06 17:03:44;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-545738536;Low;2011-08-08 07:08:01;Accepted;In Progress; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-545738536;Low;2011-08-08 07:12:59;Accepted;Assigned; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-545738536;Low;2011-09-01 22:51:36;Accepted;In Progress; A2;A2_2;M1;2nd;PROD753;cn;Sweden;Tomas
1-545911672;High;2011-08-15 09:08:23;Queued;Awaiting Assignment; G4;;S28;2nd;PROD108;se;Sweden;Fredrik
1-545911672;High;2012-01-24 11:52:59;Accepted;In Progress; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-545911672;High;2012-01-24 11:58:41;Completed;Closed; G4;;S28;2nd;PROD108;se;Sweden;Mattias
1-546838031;Medium;2011-08-09 19:46:45;Queued;Awaiting Assignment; C;C_6;G250;3rd;PROD253;se;Sweden;Tomas
1-546838031;Medium;2011-08-11 18:51:34;Queued;Awaiting Assignment; C;C_6;G250;3rd;PROD253;se;Sweden;Tomas
1-546838031;Medium;2011-10-20 13:52:40;Accepted;In Progress; C;C_6;G250;3rd;PROD253;se;Sweden;Tomas
1-546838031;Medium;2011-10-20 13:54:16;Accepted;Wait; C;C_6;G250;3rd;PROD253;se;Sweden;Tomas
1-546838031;Medium;2012-04-24 12:58:43;Completed;Closed; C;C_6;G250;3rd;PROD253;se;Sweden;Tomas
1-547617088;High;2011-08-10 12:47:08;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-547617088;High;2011-08-10 13:04:12;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-547617088;High;2011-08-23 10:28:02;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-547617088;High;2011-08-23 10:29:30;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-547617088;High;2012-02-15 12:14:44;Completed;Closed; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Andrew
1-549431982;Low;2011-08-13 16:56:32;Accepted;In Progress; F;;S1;2nd;PROD153;se;Sweden;Craig
1-549431982;Low;2011-08-13 17:00:02;Queued;Awaiting Assignment; F;;S1;2nd;PROD153;se;Sweden;Craig
1-550611848;Medium;2011-08-16 15:45:30;Accepted;In Progress; G4;;S33;2nd;PROD397;se;Sweden;Bharath
1-550611848;Medium;2012-05-04 10:56:48;Completed;Closed; G4;;S33;2nd;PROD397;se;Sweden;Bharath
1-560404489;High;2011-08-23 05:23:57;Accepted;In Progress; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-560404489;High;2011-08-23 05:29:58;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD802;se;Sweden;Praveen
1-560404489;High;2011-08-23 07:53:33;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;se;Sweden;Martin
1-560404489;High;2011-08-23 10:17:21;Accepted;In Progress; C;C_6;G268;3rd;PROD802;se;Sweden;Steve
1-560404489;High;2011-08-23 13:19:04;Accepted;Wait; C;C_6;G268;3rd;PROD802;se;Sweden;Steve
1-560404489;High;2011-12-15 13:51:36;Accepted;In Progress; C;E_6;G48;2nd;PROD802;se;Sweden;Per
1-560404489;High;2011-12-15 17:13:32;Accepted;In Progress; C;V3_3;G335;2nd;PROD802;se;Sweden;Mikael
1-560404489;High;2011-12-16 10:22:44;Queued;Awaiting Assignment; C;V3_3;G335;2nd;PROD802;se;Sweden;Mikael
1-563779807;Medium;2011-08-29 17:33:51;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-563779807;Medium;2011-08-29 17:38:53;Accepted;Assigned; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-563779807;Medium;2011-09-09 12:16:42;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-563779807;Medium;2011-09-21 10:38:15;Accepted;Wait; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-564738994;High;2011-08-31 05:45:43;Accepted;In Progress; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-564738994;High;2011-08-31 05:46:56;Accepted;Wait; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-564738994;High;2012-01-04 12:02:10;Accepted;In Progress; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-564738994;High;2012-03-04 09:50:51;Completed;Closed; B;E_10;G238;2nd;PROD209;in;INDIA;Murali
1-564903210;Medium;2012-02-06 21:22:50;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-564903210;Medium;2012-02-06 21:24:49;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-565905115;Low;2011-09-01 13:01:39;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;INDIA;Rohan
1-565905115;Low;2011-12-22 08:41:16;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;INDIA;Rohan
1-565905115;Low;2012-01-04 12:31:27;Completed;Closed; C;E_7;G153;2nd;PROD673;se;INDIA;Rohan
1-566096602;Low;2011-09-01 16:35:37;Accepted;In Progress; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-566096602;Low;2012-03-23 10:52:02;Completed;Closed; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-566661201;Low;2011-09-02 16:12:56;Accepted;In Progress; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-566661201;Low;2011-09-02 16:20:41;Accepted;Wait; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-566661201;Low;2012-01-18 11:58:16;Completed;Closed; D;D_2;G122;3rd;PROD618;us;Belgium;Wim
1-572078531;Medium;2011-09-08 10:39:42;Accepted;In Progress; C;C_3;G211;3rd;PROD325;in;Sweden;Inger
1-572078531;Medium;2011-09-08 11:52:27;Queued;Awaiting Assignment; C;C_3;G211;3rd;PROD325;in;Sweden;Inger
1-572078531;Medium;2011-09-12 10:50:43;Accepted;In Progress; A2;A2_2;G22;2nd;PROD325;in;France;Frederic
1-572625937;Medium;2012-02-06 21:29:03;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-572625937;Medium;2012-02-06 21:30:22;Completed;Closed; G3;;G199;3rd;PROD98;us;POLAND;Ewa
